13:03:02.375 [main] INFO  o.s.b.t.c.SpringBootTestContextBootstrapper - Neither @ContextConfiguration nor @ContextHierarchy found for test class [com.example.family.FamilyApplicationTests], using SpringBootContextLoader
11:28:24.481 [http-nio-8080-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
11:28:24.487 [http-nio-8080-exec-2] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 5 ms
11:28:53.319 [SpringContextShutdownHook] INFO  o.s.s.c.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
11:28:58.870 [main] INFO  com.example.family.FamilyApplication - Starting FamilyApplication on DESKTOP-61O2SFQ with PID 16596 (F:\ideawork\family\target\classes started by calarck in F:\ideawork\family)
11:28:58.873 [main] INFO  com.example.family.FamilyApplication - No active profile set, falling back to default profiles: default
11:28:59.673 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
11:28:59.675 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
11:28:59.732 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 43ms. Found 0 Redis repository interfaces.
11:28:59.977 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisCacheConfig' of type [com.example.family.config.RedisCacheConfig$$EnhancerBySpringCGLIB$$f8980b] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11:29:00.283 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
11:29:00.291 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
11:29:00.292 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
11:29:00.292 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
11:29:00.405 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
11:29:00.405 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1477 ms
11:29:01.554 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
11:29:01.655 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
11:29:02.402 [main] WARN  c.b.m.core.metadata.TableInfoHelper - Can not find table primary key in Class: "com.example.family.user.entity.UserInfo".
11:29:02.424 [main] WARN  c.b.m.core.metadata.TableInfoHelper - Can not find table primary key in Class: "com.example.family.user.entity.UserType".
11:29:02.461 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
11:29:02.474 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
11:29:02.476 [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Context refreshed
11:29:02.493 [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
11:29:02.523 [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Scanning for api listing references
11:29:02.597 [main] INFO  com.example.family.FamilyApplication - Started FamilyApplication in 4.095 seconds (JVM running for 5.126)
11:29:19.020 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
11:29:19.021 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
11:29:19.026 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 5 ms
11:47:59.310 [SpringContextShutdownHook] INFO  o.s.s.c.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
11:48:06.239 [main] INFO  com.example.family.FamilyApplication - Starting FamilyApplication on DESKTOP-61O2SFQ with PID 16228 (F:\ideawork\family\target\classes started by calarck in F:\ideawork\family)
11:48:06.242 [main] INFO  com.example.family.FamilyApplication - No active profile set, falling back to default profiles: default
11:48:07.112 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
11:48:07.114 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
11:48:07.219 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 85ms. Found 0 Redis repository interfaces.
11:48:07.462 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisCacheConfig' of type [com.example.family.config.RedisCacheConfig$$EnhancerBySpringCGLIB$$3de1dfdd] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11:48:07.767 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
11:48:07.776 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
11:48:07.777 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
11:48:07.777 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
11:48:07.889 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
11:48:07.889 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1593 ms
11:48:09.051 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
11:48:09.152 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
11:48:09.920 [main] WARN  c.b.m.core.metadata.TableInfoHelper - Can not find table primary key in Class: "com.example.family.user.entity.UserInfo".
11:48:09.941 [main] WARN  c.b.m.core.metadata.TableInfoHelper - Can not find table primary key in Class: "com.example.family.user.entity.UserType".
11:48:09.980 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
11:48:09.999 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
11:48:10.000 [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Context refreshed
11:48:10.019 [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
11:48:10.051 [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Scanning for api listing references
11:48:10.126 [main] INFO  com.example.family.FamilyApplication - Started FamilyApplication in 4.25 seconds (JVM running for 5.363)
11:48:15.255 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
11:48:15.256 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
11:48:15.262 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 6 ms
11:48:28.817 [SpringContextShutdownHook] INFO  o.s.s.c.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
11:48:34.380 [main] INFO  com.example.family.FamilyApplication - Starting FamilyApplication on DESKTOP-61O2SFQ with PID 16792 (F:\ideawork\family\target\classes started by calarck in F:\ideawork\family)
11:48:34.383 [main] INFO  com.example.family.FamilyApplication - No active profile set, falling back to default profiles: default
11:48:35.195 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
11:48:35.198 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
11:48:35.257 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 45ms. Found 0 Redis repository interfaces.
11:48:35.502 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisCacheConfig' of type [com.example.family.config.RedisCacheConfig$$EnhancerBySpringCGLIB$$6c460fa4] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11:48:35.797 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
11:48:35.806 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
11:48:35.807 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
11:48:35.807 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
11:48:35.916 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
11:48:35.916 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1479 ms
11:48:37.072 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
11:48:37.173 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
11:48:37.942 [main] WARN  c.b.m.core.metadata.TableInfoHelper - Can not find table primary key in Class: "com.example.family.user.entity.UserInfo".
11:48:37.965 [main] WARN  c.b.m.core.metadata.TableInfoHelper - Can not find table primary key in Class: "com.example.family.user.entity.UserType".
11:48:38.003 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
11:48:38.018 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
11:48:38.019 [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Context refreshed
11:48:38.037 [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
11:48:38.068 [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Scanning for api listing references
11:48:38.145 [main] INFO  com.example.family.FamilyApplication - Started FamilyApplication in 4.17 seconds (JVM running for 5.243)
11:48:38.211 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
11:48:38.211 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
11:48:38.218 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 6 ms
11:50:53.672 [SpringContextShutdownHook] INFO  o.s.s.c.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
11:50:57.694 [main] INFO  com.example.family.FamilyApplication - Starting FamilyApplication on DESKTOP-61O2SFQ with PID 12808 (F:\ideawork\family\target\classes started by calarck in F:\ideawork\family)
11:50:57.698 [main] INFO  com.example.family.FamilyApplication - No active profile set, falling back to default profiles: default
11:50:58.507 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
11:50:58.509 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
11:50:58.567 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 44ms. Found 0 Redis repository interfaces.
11:50:58.813 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisCacheConfig' of type [com.example.family.config.RedisCacheConfig$$EnhancerBySpringCGLIB$$ae64cd59] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
11:50:59.105 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat initialized with port(s): 8080 (http)
11:50:59.114 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
11:50:59.114 [main] INFO  o.a.catalina.core.StandardService - Starting service [Tomcat]
11:50:59.114 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.37]
11:50:59.223 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
11:50:59.224 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1473 ms
11:51:00.373 [main] INFO  s.d.s.w.PropertySourcedRequestMappingHandlerMapping - Mapped URL path [/v2/api-docs] onto method [springfox.documentation.swagger2.web.Swagger2Controller#getDocumentation(String, HttpServletRequest)]
11:51:00.473 [main] INFO  o.s.s.c.ThreadPoolTaskExecutor - Initializing ExecutorService 'applicationTaskExecutor'
11:51:01.372 [main] WARN  c.b.m.core.metadata.TableInfoHelper - Can not find table primary key in Class: "com.example.family.user.entity.UserInfo".
11:51:01.394 [main] WARN  c.b.m.core.metadata.TableInfoHelper - Can not find table primary key in Class: "com.example.family.user.entity.UserType".
11:51:01.433 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
11:51:01.447 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8080 (http) with context path ''
11:51:01.448 [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Context refreshed
11:51:01.465 [main] INFO  s.d.s.w.p.DocumentationPluginsBootstrapper - Found 1 custom documentation plugin(s)
11:51:01.497 [main] INFO  s.d.s.w.s.ApiListingReferenceScanner - Scanning for api listing references
11:51:01.572 [main] INFO  com.example.family.FamilyApplication - Started FamilyApplication in 4.259 seconds (JVM running for 5.319)
11:51:11.361 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
11:51:11.362 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
11:51:11.367 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - Completed initialization in 5 ms
11:54:19.374 [SpringContextShutdownHook] INFO  o.s.s.c.ThreadPoolTaskExecutor - Shutting down ExecutorService 'applicationTaskExecutor'
11:54:24.921 [main] INFO  com.example.family.FamilyApplication - Starting FamilyApplication on DESKTOP-61O2SFQ with PID 4936 (F:\ideawork\family\target\classes started by calarck in F:\ideawork\family)
11:54:24.924 [main] INFO  com.example.family.FamilyApplication - No active profile set, falling back to default profiles: default
11:54:25.740 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Multiple Spring Data modules found, entering strict repository configuration mode!
11:54:25.742 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Bootstrapping Spring Data Redis repositories in DEFAULT mode.
11:54:25.800 [main] INFO  o.s.d.r.c.RepositoryConfigurationDelegate - Finished Spring Data repository scanning in 44ms. Found 0 Redis repository interfaces.
11:54:26.046 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'redisCacheConfig' of type [com.example.family.config.RedisCacheConfig$$EnhancerBySpringCGLIB$$aa68e260] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
